"chr","QTL","pos_lo","pos_hi","TRAIT","locusName","start","end","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045944",31636590,31638635,"AT2G42760","","","LOC_Os06g35770","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045955",31645099,31646280,"AT1G60720","","RNA-directed DNA polymerase (reverse transcriptase)-related family protein","LOC_Os11g05030","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045966",31649829,31650953,"","","","LOC_Os01g66670","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045977",31653665,31654664,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045988",31659459,31659827,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG045999",31676761,31680996,"AT4G18800","ATHSGBP,ATRAB11B,ATRABA1D,RABA1d","RAB GTPase homolog A1D","LOC_Os06g35814","ras-related protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046000",29848243,29848791,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046010",31682310,31683352,"","","","LOC_Os01g35960","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046011",29896039,29896618,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046021",31688951,31689453,"","","","LOC_Os06g35830","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046022",29896737,29901646,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046032",31698673,31702321,"AT1G78700","BEH4","BES1/BZR1 homolog 4","LOC_Os06g35900","BES1/BZR1 homolog protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046043",31703760,31709557,"AT1G29800","","RING/FYVE/PHD-type zinc finger family protein","LOC_Os06g35910","FYVE zinc finger domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046054",31720120,31721418,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046065",31724130,31725281,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046076",31727789,31731100,"AT5G56370","","F-box/RNI-like/FBD-like domains-containing protein","LOC_Os08g09730","OsFBX273 - F-box domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046087",31737128,31738328,"AT4G19030","AT-NLM1,ATNLM1,NIP1;1,NLM1","NOD26-like major intrinsic protein 1","LOC_Os06g35930","aquaporin protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046098",31795288,31796097,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046109",31796948,31799595,"AT1G65480","FT","PEBP (phosphatidylethanolamine-binding protein) family protein","LOC_Os06g35940","osFTL12 FT-Like12 homologous to Flowering Locus T gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046120",31809429,31812332,"","","","LOC_Os12g36580","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046131",31827810,31833168,"AT1G53490","","RING/U-box superfamily protein","LOC_Os02g13810","DNA binding protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046142",31834000,31834581,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046153",31836369,31838346,"AT3G24520","AT-HSFC1,HSFC1","heat shock transcription factor  C1","LOC_Os06g35960","HSF-type DNA-binding domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046164",31846122,31847456,"AT2G42840","PDF1","protodermal factor 1","LOC_Os06g35970","meiosis 5, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046175",31991094,31991834,"AT4G32800","","Integrase-type DNA-binding superfamily protein","LOC_Os06g36000","AP2 domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046186",32019557,32020080,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG046197",32025517,32026687,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061700",32119090,32122861,"AT2G22795","","","LOC_Os06g36050","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061711",32164184,32173321,"AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os06g16790","go35 NBS-LRR, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061722",32220207,32221705,"AT3G16330","","","LOC_Os06g36070","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061733",32259782,32267751,"AT1G18410","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os06g36080","kinesin motor domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061744",32275479,32286357,"AT3G16340","ATPDR1,PDR1","pleiotropic drug resistance 1","LOC_Os06g36090","ABC-2 type transporter, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061755",32346432,32348458,"AT5G28060","","Ribosomal protein S24e family protein","LOC_Os01g52490","40S ribosomal protein S24, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061766",32349670,32354007,"","","","LOC_Os11g14160","transposon protein, putative, Pong sub-class, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061777",32362814,32366724,"AT2G40570","","initiator tRNA phosphoribosyl transferase family protein","LOC_Os06g36170","initiator tRNA phosphoribosyl transferase family protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061788",32402885,32408403,"AT1G58360","AAP1,NAT2","amino acid permease 1","LOC_Os06g36180","amino acid transporter, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061799",32417263,32419951,"AT1G10010","AAP8,ATAAP8","amino acid permease 8","LOC_Os06g36210","amino acid transporter, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061800",32112062,32113891,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061810",32447446,32453022,"AT1G58360","AAP1,NAT2","amino acid permease 1","LOC_Os06g36210","amino acid transporter, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061811",32114094,32114480,"","","","LOC_Os04g07590","retrotransposon protein, putative, LINE subclass, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061821",32460993,32464783,"AT2G36250","ATFTSZ2-1,FTSZ2-1","Tubulin/FtsZ family protein","LOC_Os03g44420","tubulin/FtsZ domain containing protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061832",32492534,32493747,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061843",32655095,32659512,"AT5G25930","","Protein kinase family protein with leucine-rich repeat domain","LOC_Os06g36270","receptor-like protein kinase 5 precursor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061854",32658980,32662779,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061865",32674747,32677096,"","","","LOC_Os05g40490","zinc knuckle domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061876",32681933,32684295,"AT4G29140","","MATE efflux family protein","LOC_Os06g36330","MATE domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061887",32722460,32728992,"AT4G32850","nPAP,PAP(IV)","nuclear poly(a) polymerase","LOC_Os06g36360","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061898",32755615,32756389,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061900",32110528,32112061,"","","","LOC_Os08g09890","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061909",32762044,32763604,"AT4G26288","","","LOC_Os06g36390","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061920",32762957,32766226,"AT4G29260","","HAD superfamily, subfamily IIIB acid phosphatase ","LOC_Os06g36400","HAD superfamily phosphatase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG061931",32771983,32776925,"AT5G03570","ATIREG2,FPN2,IREG2","iron regulated 2","LOC_Os06g36450","ferroportin1 domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062100",32104576,32106529,"AT3G10430","","F-box and associated interaction domains-containing protein","LOC_Os04g11790","OsFBX120 - F-box domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062400",32042300,32043564,"AT5G25840","","Protein of unknown function (DUF1677)","LOC_Os06g36040","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062411",32077002,32077346,"","","","LOC_Os02g06215","RNA-directed DNA polymerase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062600",32038664,32039542,"AT5G11620","","SWIM zinc finger family protein / mitogen-activated protein kinase kinase kinase (MAPKKK)-related","LOC_Os06g36030","SWIM zinc finger family protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062800",32792205,32799566,"AT4G29230","anac075,NAC075","NAC domain containing protein 75","LOC_Os06g36480","no apical meristem protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062900",32802524,32806824,"AT4G17486","","PPPDE putative thiol peptidase family protein","LOC_Os06g36490","ethylene-responsive element-binding protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062911",32808693,32809250,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062922",32882528,32895164,"AT1G33811","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os06g36520","GDSL-like lipase/acylhydrolase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062933",32895965,32897279,"AT1G29670","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os06g36520","GDSL-like lipase/acylhydrolase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062944",32904055,32904571,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062955",32941479,32941939,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062966",32948334,32951628,"AT1G14520","MIOX1","myo-inositol oxygenase 1","LOC_Os06g36560","inositol oxygenase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062977",32957253,32965286,"AT5G11800","ATKEA6,KEA6","K+ efflux antiporter 6","LOC_Os06g36590","transporter, monovalent cation:proton antiporter-2 family, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062988",32967927,32968676,"AT2G04520","","Nucleic acid-binding, OB-fold-like protein","LOC_Os06g23440","eukaryotic translation initiation factor 1A, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG062999",32970373,32973443,"AT2G44820","","","LOC_Os01g12480","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG063010",33020410,33027184,"AT3G21250","ATMRP6,MRP6","multidrug resistance-associated protein 6","LOC_Os05g10730","ABC transporter, ATP-binding protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG063021",33029539,33029989,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG063600",7594783,7598456,"AT5G20810","","SAUR-like auxin-responsive protein family ","LOC_Os09g26610","OsSAUR38 - Auxin-responsive SAUR gene family member, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG064188",7601065,7601403,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG064400",8208667,8210076,"","","","LOC_Os06g10130","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG065100",8220800,8222804,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG065200",8574178,8576074,"AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os01g53350","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG065700",7872651,7872989,"","","","LOC_Os06g09940","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG065719",8604423,8604883,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG065900",7821306,7823396,"AT3G18030","ATHAL3,ATHAL3A,HAL3,HAL3A","HAL3-like protein A","LOC_Os06g09910","phosphopantothenoylcysteine decarboxylase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066200",7811502,7812717,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066238",8642891,8644805,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066500",7801197,7805661,"AT2G26280","CID7","CTC-interacting domain 7","LOC_Os06g09890","smr domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066600",7780850,7786895,"AT3G18110","EMB1270","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os06g09880","EMB1270, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066700",7776183,7778699,"AT4G33170","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os02g01610","pentatricopeptide, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066800",7773840,7776884,"AT3G42880","","Leucine-rich repeat protein kinase family protein","LOC_Os06g09860","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG066900",7763431,7766295,"AT4G16444","","","LOC_Os06g09840","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067000",7761153,7763277,"AT1G19130","","","LOC_Os06g09820","cupin superfamily protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067300",7469089,7471818,"AT2G24260","LRL1","LJRHL1-like 1","LOC_Os06g09370","PTF1, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067400",7465983,7466934,"AT3G14280","","","LOC_Os06g09350","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067600",7337630,7338710,"AT3G14280","","","LOC_Os06g09350","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067700",7334102,7336856,"AT2G26440","","Plant invertase/pectin methylesterase inhibitor superfamily","LOC_Os06g09340","pectinesterase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067800",7327025,7332460,"AT5G50430","UBC33","ubiquitin-conjugating enzyme 33","LOC_Os06g09330","ubiquitin-conjugating enzyme, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG067900",7325343,7327986,"AT4G33140","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","LOC_Os06g09320","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG068000",7310035,7317230,"AT5G08450","","","LOC_Os07g29450","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG068100",7300412,7301814,"AT1G72310","ATL3","RING/U-box superfamily protein","LOC_Os06g09310","zinc finger, C3HC4 type domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG068200",7289187,7292606,"AT1G53750","RPT1A","regulatory particle triple-A 1A","LOC_Os02g54340","26S protease regulatory subunit 7, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG068300",7281124,7288813,"AT1G26370","","RNA helicase family protein","LOC_Os06g09280","ATP-dependent RNA helicase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG068500",7276229,7277640,"AT5G57500","","Galactosyltransferase family protein","LOC_Os06g09270","hypro1, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069100",7700091,7704735,"AT5G20720","ATCPN21,CHCPN10,CPN10,CPN20,CPN21","chaperonin 20","LOC_Os06g09679","chaperonin, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069200",7692916,7699788,"AT5G20730","ARF7,BIP,IAA21,IAA23,IAA25,MSG1,NPH4,TIR5","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","LOC_Os06g09660","auxin response factor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069500",7641758,7645888,"AT5G46290","KAS I,KAS1","3-ketoacyl-acyl carrier protein synthase I","LOC_Os06g09630","3-oxoacyl-synthase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069600",7632837,7636045,"","","","LOC_Os06g09620","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069688",7737613,7739556,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069700",7627693,7631623,"AT1G50920","","Nucleolar GTP-binding protein","LOC_Os07g01920","nucleolar GTP-binding protein 1, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG069900",7624557,7627619,"AT4G21090","ATMFDX2,MFDX2","MITOCHONDRIAL  FERREDOXIN 2","LOC_Os07g01930","2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070088",7649737,7653497,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070100",7618033,7619843,"","","","LOC_Os06g09600","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070188",7636395,7637384,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070200",7615633,7616841,"AT3G26060","ATPRX Q","Thioredoxin superfamily protein","LOC_Os06g09610","peroxiredoxin, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070300",7601755,7605049,"AT3G14200","","Chaperone DnaJ-domain superfamily protein","LOC_Os02g54130","heat shock protein DnaJ, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070600",7576536,7586028,"AT5G20840","","Phosphoinositide phosphatase family protein","LOC_Os06g09540","SAC domain containing protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070676",7687930,7693210,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG070700",7563783,7573036,"AT3G43190","ATSUS4,SUS4","sucrose synthase 4","LOC_Os06g09450","sucrose synthase, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG071100",7540708,7541720,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG071300",7535673,7537914,"AT2G47520","HRE2","Integrase-type DNA-binding superfamily protein","LOC_Os06g09390","AP2 domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG071688",7544507,7549773,"AT3G49030","","FBD, F-box and Leucine Rich Repeat domains containing protein","LOC_Os06g10290","OsFBX191 - F-box domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG071800",12757939,12762648,"","","","LOC_Os05g27730","WRKY53, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG071888",7540082,7540396,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072200",13081547,13082873,"AT1G72240","","","LOC_Os06g11510","expressed protein"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072300",13074682,13081440,"AT5G65290","","LMBR1-like membrane protein","LOC_Os06g11520","LMBR1 integral membrane protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072319",12769034,12769858,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072400",13062653,13066756,"AT1G22460","","O-fucosyltransferase family protein","LOC_Os06g11600","growth regulator related protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072500",13060639,13061862,"AT5G51440","","HSP20-like chaperones superfamily protein","LOC_Os02g52150","heat shock 22 kDa protein, mitochondrial precursor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072600",13056072,13056651,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072700",12865828,12866920,"AT5G51440","","HSP20-like chaperones superfamily protein","LOC_Os06g11610","heat shock 22 kDa protein, mitochondrial precursor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072719",13139728,13144178,"AT2G14050","MCM9","minichromosome maintenance 9","LOC_Os06g11500","MCM9 - Putative minichromosome maintenance MCM family subunit 9, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG072900",12995456,13000522,"AT5G65260","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os06g11620","RNA recognition motif containing protein, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073200",12820466,12826307,"AT3G20730","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os04g53630","pentatricopeptide, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073219",12868821,12869400,"","","","",""
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073300",12816410,12820128,"AT4G08960","","phosphotyrosyl phosphatase activator (PTPA) family protein","LOC_Os06g11640","serine/threonine-protein phosphatase 2A activator 2, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073400",12980731,12981840,"AT3G61820","","Eukaryotic aspartyl protease family protein","LOC_Os12g26470","aspartic proteinase nepenthesin-1 precursor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073419",13053087,13054172,"AT5G51440","","HSP20-like chaperones superfamily protein","LOC_Os06g11610","heat shock 22 kDa protein, mitochondrial precursor, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073500",12785124,12785999,"AT5G64260","EXL2","EXORDIUM like 2","LOC_Os06g11650","phosphate-induced protein 1 conserved region domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073600",12773766,12774986,"AT4G08950","EXO","Phosphate-responsive 1 family protein","LOC_Os06g11660","phosphate-induced protein 1 conserved region domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073700",12729908,12731581,"AT4G08950","EXO","Phosphate-responsive 1 family protein","LOC_Os06g11660","phosphate-induced protein 1 conserved region domain containing protein, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073719",12827100,12827817,"AT5G17060","ARFB1B,ATARFB1B","ADP-ribosylation factor B1B","LOC_Os06g02390","ADP-ribosylation factor 1, putative, expressed"
"Chr04N","4N@31.99",6073624,41748130,"Al27","Pavir.4NG073738",12873385,12874636,"AT5G51440","","HSP20-like chaperones superfamily protein","LOC_Os06g11610","heat shock 22 kDa protein, mitochondrial precursor, putative, expressed"
